,Company_Name,Sector,Stage,Amount($),HeadQuarter,What it does,Funding Year,Founded,Founders,Investor
289,Pesto,EdTech,N/A,,New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2020,2017,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini"
290,NirogStreet,Ayurveda tech,Pre-series A,2000000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,2016,Ram N Kumar,"Wavemaker Partners, Subho Ray"
291,Bambrew,Packaging solution startup,Pre-seed,,Bangalore,Bambrew is an online shop for reusable bamboo straws.,2020,2018,Vaibhav Anant,Upsparks
292,Omnify,SaaS startup,Pre-series A,,San Francisco Bay Area,Omnify is a Global SaaS platform for Small Services Business,2020,2016,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma"
293,Fanball XI,Gaming,Seed,1000000.0,New Delhi,The gaming company mostly focused on fantasy football games,2020,N/A,Vinayak Seth,Foxhog Ventures
294,Treebo Hotels,Hospitality,N/A,6000000.0,Bangalore,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,2015,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy"
295,GPS Renewables,Cleantech,Series A,3000000.0,Bangalore,To solve the urban waste problem by utilising local technologies and business models.,2020,2010,"Mainak, Sreekrishna","Triodos, Caspian"
296,Public,Social Media,N/A,30000000.0,New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,2019,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners"
297,Legal Salah,LegalTech,Seed,1000000.0,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,2015,CA Abhinit Singh,I2I Capitals
298,FanPlay,Gaming,Seed,,New Delhi,FanPlay Technologies operates as a real-money gaming startup.,2020,2018,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal"
299,ECOSTP,Sanitation solutions,N/A,19000000.0,Bangalore,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,2017,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre
300,Coralogix,SaaS startup,Series B,25000000.0,San Francisco,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2020,2013,"Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners"
301,Equiwatt,Tech company,N/A,300000.0,Newcastle Upon Tyne,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,2015,"Johnson Fernandes, Ravneet Kaur",Rising Stars
302,Reliance Retail Ventures,E-commerce,N/A,800000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,2006,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts"
303,Zhangmen,EdTech,N/A,400000000.0,Shanghai,Zhangmen is an online tutoring platform provides tutoring courses to students.,2020,2005,Yi Zhang,"CICC Alpha, VMS Asset Management"
304,AgroWave,AgriTech,N/A,500000.0,Gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2020,2017,Anu Meena,Sekhar Puli
305,Sapio Analytics,Tech company,N/A,150000.0,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,2018,"Ashwin Srivastava, Hardik Somani",N/A
306,Taimei,HealthCare,N/A,176000000.0,Jiaxing,Taimei Technology provides a cloud platform for clinical research collaboration.,2020,2013,Lu Zhao,"Cowin Venture, ZSVC"
307,Avanse Financial Services,FinTech,N/A,15000000.0,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020,2012,Amit Gainda,International Finance Corporation
308,Industry Buying,E-commerce,N/A,15000000.0,New Delhi,India's largest industrial ecommerce platform,2020,2013,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT"
309,Hopscotch,E-commerce,N/A,25000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020,2011,Rahul Anand,"Marc Lore, Rise Capital"
310,Pristyn Care,HealthCare,N/A,11000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2020,2018,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures"
311,WoodenStreet,Home Design,N/A,1000000.0,Rajastan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2020,2015,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund"
312,ACKO,InsureTech,N/A,60000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,2020,2016,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures"
313,Farmers Fresh Zone,AgriTech,N/A,470000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2020,2015,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam"
314,Invento,AI Startup,N/A,,Bangalore,Invento Robotics specializes in developing service robots intended for customer interactions.,2020,2016,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan","Chiripal Group, Ratish Kumar Nair"
315,Infurnia,Tech Startup,N/A,240000.0,Bangalore,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2020,2014,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures"
316,AnalytIQSports's SuperCric,Entertainment,N/A,,Bangalore,SuperCric is India's first strategy Cricket Manager simulation game,2020,2019,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",N/A
317,Snowflake,Tech company,N/A,3000000000.0,California,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,2020,2012,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group"
318,GenieTalk,Tech company,N/A,750000.0,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020,2016,"Santosh Kataria, Ankit Kimtee, Vivek Jain",N/A
319,Classplus,EdTech,N/A,10000000.0,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2020,2018,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge"
320,Mobile Premier League,Entertainment,N/A,74000000.0,Bangalore,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2020,2018,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet"
321,Fourth Partner Energy,Solar solution,N/A,16000000.0,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2020,2010,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)"
322,Flipkart,E-commerce,N/A,62000000.0,Bangalore,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2020,2007,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart"
323,Vivriti Capital,FinTech,N/A,1000000.0,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020,2017,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC"
324,InsuranceDekho,FinTech,N/A,20000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020,2017,Ankit Agrawal,GirnarSoft
325,BestDoc,HealthCare,N/A,2100000.0,Kochi,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2020,2016,"Afsal Salu, Fayaz Bin Abdu, Soudabi",N/A
326,Byju’s,EdTech,N/A,500000000.0,Bangalore,An Indian educational technology and online tutoring firm,2020,2011,Byju Raveendran,"Owl Ventures, Tiger Global Management"
327,Melorra,Jewellery startup,N/A,12500000.0,Bangalore,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,2020,2015,"Krishna Kumar, Saroja Yeramilli","Jamshed Jeejeebhoy, Symphony International Holdings"
328,Reliance,Multinational conglomerate company,N/A,2200000000.0,Mumbai,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",2020,1973,Dhirubhai Ambani,"Facebook, Google, KKR, Silver Lake"
329,Inflexor Ventures,FinTech,N/A,10000000.0,Mumbai,Experienced Venture Capital-General Partner focused on Technology investments.,2020,2020,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",N/A
330,Pandorum,Deeptech startup,N/A,5060000.0,Bangalore,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,2020,2011,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund"
331,SpeakIn,Social Network,N/A,,Noida,"AI-enabled network of speakers and thought leaders, aka. experts",2020,2018,Deepshikha Kumar,Homage Ventures.
332,LetsUp,Publication,N/A,,Mumbai,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",2020,2015,Suhas raikar,N/A
333,Newsreach,Publication,N/A,,Gujarat,NewsReach India offers partner publications a digital footprint,2020,2018,"Darshan Shah, Soniya Kundnani",Mumbai Angels
334,Dream11,Entertainment,N/A,225000000.0,Mumbai,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,2020,2008,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings"
335,SignalX,SaaS platform,N/A,750000.0,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020,2018,Govind Balachandran,N/A
336,JetSynthesys,Tech,N/A,40000000.0,Mumbai,Gaming and entertainment startup,2020,2012,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan"
337,Vesta Space Technology,Tech Startup,N/A,10000000.0,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020,2018,Arun Kumar Sureban,N/A
338,Dozee,HealthTech,N/A,1600000.0,Bangalore,Dozee offers health and wellness monitoring products.,2020,2015,Gaurav Parchani,N/A
339,Rebel Foods,Food,N/A,50000000.0,Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2020,2011,"Jaydeep Barman, Kallol Banerjee",Coatue Management
340,Nykaa,Fashion,N/A,24700000.0,Mumbai,Cosmetics & beauty products online,2020,2012,Falguni Nayar,Steadview Capital
341,Ketto,Finance,N/A,7700000.0,Mumbai,"Crowdfunding, Charity, E-commerce",2020,2012,"Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital"
342,Suryoday,Finance,N/A,800000.0,Mumbai,Banks that extends two distinct fixed deposit schemes,2020,2008,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital"
343,SucSEED,Finance,N/A,1300000.0,Hyderabad,Venture Partners,2020,2016,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal"
344,Unacademy,EdTech,N/A,150000000.0,Bangalore,Unacademy is an Indian online education technology company,2020,2015,"Gaurav Munjal, ?Roman Saini?","Nexus Venture Partners, Sequoia Capital"
345,Strata,Real Estate,N/A,19067328.0,Bangalore,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",2020,2019,"Lodha, Priyanka Rathore","Propstack, SAIF Partners"
346,3one4 Capital,Venture capital,N/A,100000000.0,Bangalore,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,2020,2016,"Pranav Pai, Siddarth Pai",N/A
347,WE-Hub,Entreprenurship,N/A,,Hyderabad,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,2020,2018,Deepthi Ravula,N/A
348,Zomato,Food devlivery,N/A,62000000.0,Haryana,Get online food delivery from restaurants near you,2020,2008,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford"
349,Vicara,Tech Startup,N/A,,Bangalore,A deep tech startup pioneering in motion-based interfaces and insights.,2020,2017,"Abhishek Satish, Adarsh Warrier",N/A
350,Gaana,Entertainment,N/A,51000000.0,Gurugram,Gaana is a commercial music streaming service providing free and licensed music.,2020,2010,Pawan Agarwal,"Tencent Holdings, Times Internet"
351,EM3 Agri,AgriTech,N/A,1000000.0,Noida,A pioneering organization in the farming-as-a service (FaaS) space,2020,2013,"Rohtash Mal CMD, Adwitiya","Global Innovation Fund, Soros Economic Development Fund"
352,Plum,Cosmetics,N/A,115000.0,Thane,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",2020,2013,Shankar Prasad,"Ronald Conway, Bay Partners"
353,Odwen,Warehouse,N/A,54000.0,Noida,India's first do-it-yourself warehouse management system.,2020,2018,Vijay Anand Bhagavatula,Prospect Partners.
354,Fasal,AgriTech,N/A,20000.0,Bangalore,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,2020,2018,"Ananda Prakash Verma, Shailendra Tiwari","Omnivore, Zeroth.AI"
355,Trukky,Logistics,N/A,,Ahmedabad,"Transportation, logistics services & cargo services.",2020,2015,"Saswat Sahu, Rishi Raj",Mumbai Angels.
356,BankBazaar,Online financial service,N/A,9000000.0,Chennai,Check your latest Credit Score and get your Credit Report online in India for Free,2020,2008,"Adhil Shetty, Arjun Shetty, Rati Shetty","Ramesh Srinivasan, Amazon"
357,Specsmakers,Eyeglasses,N/A,3000000.0,Chennai,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",2020,2011,Pratik Shah,Eight Roads Ventures
358,Grinntech,Battery design,N/A,2000000.0,Dehradun,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",2020,2013,"Nikhilesh Mishra, Puneet Jain","Ashok Leyland, V Lakshmi Narayanan"
359,CreditMantri,Online credit management startup,N/A,803146.0,Chennai,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,2020,2012,"Ranjit Punja, R Sudarshan, Gowri Mukherjee","Ranjit Punja, R Sudarshan, Gowri Mukherjee"
360,Chai Waale,Beverage,N/A,238000.0,Chennai,Given the rising trend in the number of tea stalls in the city,2020,2018,Vidur Maheswari,"Gunavanth Vaid, Bharat Kumar Sohanraj"
361,Deepsync,Tech Startup,N/A,300000.0,Bangalore,"Deepsync is a revolutionary way to record your content, without you really speaking.",2020,2018,"Ishan Sharma, Rishikesh Kumar",Venkat Raju
362,Byju’s,EdTech,N/A,500000000.0,Bangalore,An Indian educational technology and online tutoring firm,2020,2011,Byju Raveendran,"Owl Ventures, Tiger Global Management"
363,ConnectedH,HealthCare,N/A,,Gurgaon,The company’s vision is simple – Connected Healthcare.,2020,2016,"Shubham Gupta, Suresh Singh",N/A
364,Reliance Retail,E-commerce,N/A,10220000.0,Mumbai,"Retailer delivering superior value to its customers, suppliers and shareholders.",2020,2006,Mukesh Ambani,Silver Lake Partners
365,QShala,EdTech,N/A,300000.0,Bangalore,A platform that helps kids learn about life skills,2020,2014,"Sachin Ravi, Raghav Chakravarthy",N/A
366,Pitstop,Car Service,N/A,1020000.0,Bangalore,"Pitstop owns and operates a network of garages that provides car repair, detailing",2020,2015,Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence"
367,Zomato,Food devlivery,N/A,100000000.0,Haryana,Get online food delivery from restaurants near you,2020,2008,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford"
368,Customfit ai,SaaS startup,N/A,,Bangalore,Operates on a SaaS model by providing a hyper-personalised website to users.,2020,2019,"Ashwin Kumar, Shoaib Mohammed",N/A
369,Nirmata,Tech,N/A,,San Franciscao,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,2020,2013,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel"
